placekey,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type,Full_Address,LatLon,Lat,Lon
222-222@8gg-9gg-6tv,Cracker Barrel,1717 NC Highway 67,Jonesville,NC,28642,SG_BRAND_4c72c81de7cea539cb09bb1344c7b367,Cracker Barrel,2021-06-01T00:00:00-04:00,2021-07-01T00:00:00-04:00,1528,1212,"[42,39,29,67,72,97,39,20,32,33,60,60,92,47,19,39,70,56,36,84,40,24,49,47,51,79,77,47,44,37]",3.72E+11,"{""371719309014"":23,""371970502001"":22,""371970502002"":21,""371719309021"":19,""371970503006"":18,""371939601001"":15,""371970501023"":14,""371719309012"":13,""371970503005"":13,""371970503002"":13,""371970502003"":12,""371939612002"":11,""371719308021"":11,""371939601005"":11,""371970505011"":10,""371719309013"":10,""371970504003"":10,""371970505015"":10,""371939602002"":10,""371970504004"":9,""371939612001"":9,""370059503001"":9,""371939603002"":9,""371719310031"":9,""371939603004"":9,""371939601002"":8,""371970503003"":8,""371719309011"":8,""371719310032"":8,""371719311021"":8,""371939603001"":8,""371939612003"":8,""371939601006"":7,""371970504002"":7,""371719308023"":7,""340258096004"":6,""371939601003"":6,""371939604001"":6,""371970503001"":6,""371939607003"":6,""370350113002"":6,""371939604002"":6,""371939602003"":6,""371970501013"":5,""510230405011"":5,""370590801001"":5,""371939601004"":5,""261158312002"":5,""370059501004"":5,""370059501003"":5,""450190046081"":5,""371939602001"":5,""371719310022"":5,""391517112113"":4,""540550024001"":4,""121199104012"":4,""131171304034"":4,""371190062122"":4,""370099708002"":4,""371719308014"":4,""371939612005"":4,""391650322014"":4,""370059503002"":4,""371939608011"":4,""121113820032"":4,""371970504005"":4,""371719308022"":4,""371190060051"":4,""371970505012"":4,""371939611003"":4,""510350804001"":4,""371939610011"":4,""540190209002"":4,""450910615013"":4,""481350029001"":4,""370630020081"":4,""120010018131"":4,""370670001001"":4,""371939604005"":4,""371719308011"":4,""370079203004"":4,""370059501001"":4,""371939608023"":4,""370710324022"":4,""450830220051"":4,""391670209001"":4,""511610306002"":4,""391034151001"":4,""371970501011"":4,""370970608011"":4,""371570415002"":4,""450870303005"":4,""371790208002"":4,""371679301022"":4,""450570112012"":4,""420199110001"":4,""131210114252"":4,""360850187011"":4,""371939604006"":4,""131570104001"":4,""390539539002"":4,""370970607031"":4,""420099611004"":4,""371939610012"":4,""371939608021"":4,""390930228002"":4,""440070173003"":4,""391670202005"":4,""370970607022"":4,""511850208001"":4,""280450305001"":4,""371639703023"":4,""510594711001"":4,""391034070001"":4,""371970504001"":4,""450030205001"":4,""371719311012"":4,""371690704001"":4,""420034962003"":4,""371790203162"":4,""371090711021"":4,""120860100051"":4,""450630210191"":4,""370270314022"":4,""371939605003"":4,""371790206011"":4,""371939611002"":4,""371939610021"":4,""370970608021"":4,""120310137211"":4,""371690705013"":4,""371939608022"":4,""371830515022"":4,""370099705001"":4,""371719306003"":4,""484910202042"":4,""510594817012"":4,""371830541041"":4,""371939607001"":4,""371119701002"":4,""390870509001"":4,""540810008045"":4,""370059502002"":4,""390610232223"":4,""391290211003"":4,""371939612004"":4,""370059501002"":4,""450570112021"":4,""391535201053"":4,""371999603002"":4,""390930771002"":4,""370670028011"":4,""371939610022"":4,""371690705042"":4,""370459515013"":4,""371939608013"":4,""371679312022"":4,""450819603002"":4,""391179651002"":4,""130730303025"":4,""371939604003"":4,""261635568001"":4,""371970501021"":4,""370970608013"":4,""371190062102"":4,""391034090012"":4,""511552101004"":4,""371939610023"":4,""510350803001"":4,""371970505021"":4,""371690704002"":4,""390319612003"":4,""370810109001"":4,""370970613032"":4,""450299708003"":4,""371939604004"":4,""450910618022"":4,""540259506002"":4,""390950013012"":4,""370970609022"":4,""450150207173"":4,""371970501012"":4,""370970609012"":4,""370059503003"":4,""450450025032"":4,""450450030152"":4,""450910610082"":4,""250138101001"":4,""391093650003"":4,""120559613013"":4,""010730111046"":4,""371790206021"":4,""120110703061"":4,""450910615023"":4,""011150402053"":4,""371970505013"":4,""121010302031"":4,""371719311011"":4,""511610302013"":4,""210439602002"":4,""516300003023"":4,""540039712011"":4,""060952507011"":4,""370630019002"":4,""180571108081"":4}","{""37197050300"":65,""37197050200"":57,""37193960100"":55,""37171930901"":51,""37193961200"":34,""37193960300"":33,""37197050400"":32,""37171930802"":28,""37193960400"":24,""37197050501"":22,""37197050102"":22,""37193960200"":21,""37171930902"":20,""37171931003"":16,""37005950300"":15,""37005950100"":13,""37193960802"":11,""37197050101"":11,""37193960700"":10,""21089040400"":9,""37171930801"":9,""37171931102"":9,""37193961100"":9,""37097060801"":9,""37171930600"":7,""37005950200"":6,""37171931101"":6,""26059051100"":6,""34025809600"":5,""37169070501"":5,""37119006005"":5,""54081000803"":5,""36029009006"":5,""12009062107"":5,""37171931002"":5,""51167030500"":5,""12101030203"":5,""37051003304"":4,""42003496200"":4,""37159051502"":4,""51035080400"":4,""51155210100"":4,""45091061501"":4,""37169070600"":4,""13095000400"":4,""12001001813"":4,""51023040302"":4,""37109071102"":4,""45057011201"":4,""37193960900"":4,""37179020316"":4,""13153021113"":4,""37167931202"":4,""45051040200"":4,""37071032402"":4,""37039930100"":4,""39151714302"":4,""51775010501"":4,""51185020800"":4,""39053953900"":4,""42049011802"":4,""51185020200"":4,""37007920300"":4,""42049010101"":4,""12033003603"":4,""51035080602"":4,""37171930700"":4,""51161030600"":4,""34031124200"":4,""45013010400"":4,""37157041100"":4,""37119005715"":4,""39165032201"":4,""54081000804"":4,""37051003700"":4,""37097060902"":4,""37097060703"":4,""39117965100"":4,""54079020604"":4,""37169070504"":4,""39085205701"":4,""54055002400"":4,""45083022005"":4,""45063021019"":4,""13113140208"":4,""37169070400"":4,""45091061008"":4,""37157041500"":4,""13117130403"":4,""37097061303"":4,""39167020200"":4,""37193960500"":4,""37167931100"":4,""51630000302"":4,""12031013721"":4,""45087030300"":4,""13219030100"":4,""51161030201"":4,""51153901505"":4,""39029951100"":4,""12055961301"":4,""37169070100"":4,""37199960300"":4,""37119005841"":4,""21019031002"":4,""45083022403"":4,""28045030500"":4,""39109365000"":4,""37171931001"":4,""39135440100"":4,""37067004014"":4,""37063002008"":4,""36085018701"":4,""39093060200"":4,""42085031400"":4,""37097060901"":4,""37097061201"":4,""54053954900"":4,""37193960801"":4,""42019910700"":4,""06095250701"":4,""39129021100"":4,""54065970700"":4,""45025950102"":4,""45045002503"":4,""51155210201"":4,""39045031500"":4,""51155210500"":4,""37035011300"":4,""45091061502"":4,""45067950400"":4,""37009970800"":4,""54025950600"":4,""51071930400"":4,""37067002901"":4,""51159040100"":4,""12105012411"":4,""37179020602"":4,""37193961002"":4,""45051051404"":4,""39103415100"":4,""51023040501"":4,""37183051600"":4,""39095001301"":4,""37081015500"":4,""13009970800"":4,""37147001600"":4,""45063021204"":4,""37179020800"":4,""37183054104"":4,""45091061802"":4,""12031014332"":4}","{""371719309014"":30,""371719309021"":22,""371719309012"":18,""371970502002"":16,""371970502001"":16,""371970501023"":14,""371970503006"":13,""371970503005"":12,""371939612003"":12,""371970503002"":11,""371970505011"":11,""371939601001"":10,""371939601005"":10,""371970502003"":10,""371939611003"":10,""371970504002"":9,""371970504004"":8,""371719308021"":8,""371970505013"":8,""371939612002"":8,""371719309013"":8,""371719311021"":8,""371970503004"":7,""391650322014"":7,""371970504003"":7,""371719309011"":7,""371939603002"":7,""371939601004"":7,""371939612001"":7,""371939602003"":7,""371970503003"":7,""371719310022"":6,""371939610011"":6,""450150207173"":6,""371939607003"":6,""371970505014"":6,""371939604001"":6,""371939603003"":5,""450030205001"":5,""371939608024"":5,""450190046081"":5,""371719310031"":5,""261158312002"":5,""371119701002"":5,""371690704001"":5,""450450030152"":5,""371719308023"":5,""371090710021"":5,""370059502002"":5,""370059501003"":5,""371970501011"":5,""371939610023"":5,""371719308011"":5,""371939603004"":5,""370630019002"":4,""371899207022"":4,""541070110002"":4,""261635672021"":4,""511970501002"":4,""516300003023"":4,""391093650003"":4,""370350116013"":4,""510594817012"":4,""370510033041"":4,""121113811013"":4,""120559613013"":4,""370670022002"":4,""371899207033"":4,""370970608011"":4,""511552101004"":4,""371790203112"":4,""540539551024"":4,""370970607022"":4,""482850005001"":4,""511850208001"":4,""370059503002"":4,""340258016004"":4,""370030404004"":4,""370590803002"":4,""370099705001"":4,""370059501002"":4,""181719510002"":4,""540810008032"":4,""370670040051"":4,""391670202005"":4,""390870509001"":4,""390450315002"":4,""371939602002"":4,""390950013012"":4,""371470001002"":4,""371939606003"":4,""371690707001"":4,""370710324022"":4,""371690705013"":4,""390910046001"":4,""510150703003"":4,""391034070001"":4,""390897531002"":4,""371939604002"":4,""120330036031"":4,""370059502001"":4,""120190312001"":4,""371939601003"":4,""370059503001"":4,""261476572003"":4,""370970612012"":4,""470590912001"":4,""371719310032"":4,""540550012001"":4,""391290211003"":4,""540659707002"":4,""121270908041"":4,""371939611001"":4,""371999603002"":4,""371970505015"":4,""540550010001"":4,""371190058413"":4,""370810103002"":4,""131131403032"":4,""120530403031"":4,""370079203004"":4,""371570411005"":4,""370630016043"":4,""371719304001"":4,""011150402053"":4,""370670010001"":4,""390490074245"":4,""370670001001"":4,""450450025053"":4,""371970505012"":4,""371970503001"":4,""516400701012"":4,""120559612003"":4,""370970613032"":4,""371679312022"":4,""371899201002"":4,""360930332001"":4,""360594092001"":4,""370590805001"":4,""540190209002"":4,""370970608012"":4,""260992627001"":4,""370099705004"":4,""450630212041"":4,""450070102001"":4,""371939612004"":4,""511539012291"":4,""180950117001"":4,""370030405002"":4,""390897550002"":4,""420490101011"":4,""371190062132"":4,""450399605001"":4,""371939606001"":4,""391517124003"":4,""371970501013"":4,""370059501004"":4,""390410116042"":4,""121270820001"":4,""371939601006"":4,""517750105012"":4,""370190203081"":4,""120110703061"":4,""420850314001"":4,""371939608013"":4,""370350113002"":4,""371939607001"":4,""371939609002"":4,""120990078123"":4,""390930801041"":4,""371939604006"":4,""370059502004"":4,""371719308022"":4,""371970504005"":4,""370970614071"":4,""340311242005"":4,""371939601002"":4,""371939610021"":4,""390490079523"":4,""540990204002"":4,""511590401001"":4,""450910609051"":4,""371939604004"":4,""371939605002"":4,""371939609004"":4,""510479301021"":4,""391354401002"":4,""371939610022"":4,""360810585003"":4,""371939603001"":4,""481350003002"":4,""371939612005"":4,""371970501012"":4,""420076024001"":4,""371939604005"":4,""450910615013"":4,""371939608011"":4,""450259501021"":4,""540790203003"":4,""370059502003"":4,""391517134014"":4,""371939602001"":4,""371939604003"":4,""370670038043"":4,""511610306002"":4,""371939605003"":4,""370270314022"":4,""390479258001"":4,""540790202003"":4,""391517143021"":4,""391179651002"":4,""371719301021"":4,""370670028082"":4,""450630210241"":4,""420034962003"":4}","{""US"":1188}",37007,49,"{""<5"":9,""5-10"":131,""11-20"":96,""21-60"":729,""61-120"":438,""121-240"":49,"">240"":76}","{""Walmart"":13,""BP"":10,""McDonald's"":7,""Sheetz"":6,""Exxon Mobil"":6,""Dollar General"":5,""Speedway"":4,""Shell Oil"":4,""Lowe's"":3,""Love's Travel Stops and Country Stores"":3,""Hampton"":3,""Pilot Flying J"":3,""Chick-fil-A"":3,""Best Western"":3,""Wendy's"":2,""Food Lion"":2,""Bojangles'"":2,""Taco Bell"":2,""Circle K Gas"":2,""Belk"":2}","{""Walmart"":73,""McDonald's"":61,""Dollar General"":49,""BP"":46,""Chick-fil-A"":43,""Lowe's"":39,""Sheetz"":38,""Shell Oil"":38,""Bojangles'"":36,""Speedway"":35,""Wendy's"":34,""Exxon Mobil"":33,""Food Lion"":33,""Dollar Tree"":28,""Taco Bell"":26,""Burger King"":25,""Walgreens"":24,""Subway"":24,""CVS"":23,""Starbucks"":22}","[14,10,10,10,11,13,18,61,133,172,220,234,273,256,212,171,169,248,298,298,201,124,34,15]","{""Monday"":173,""Tuesday"":149,""Wednesday"":196,""Thursday"":179,""Friday"":234,""Saturday"":247,""Sunday"":350}","{""android"":463,""ios"":748}","1717 NC Highway 67, Jonesville NC","???, ???",36.23694,-80.78232
227-222@63g-473-cyv,Olympic Family Restaurant,1555 W Mountain St,Kernersville,NC,27284,,,2021-06-01T00:00:00-04:00,2021-07-01T00:00:00-04:00,820,430,"[35,35,27,32,30,29,24,35,34,30,26,34,16,29,23,21,22,37,24,31,16,24,36,17,24,35,17,31,20,26]",3.71E+11,"{""370670031061"":18,""370670031072"":17,""370670030032"":16,""370670031032"":15,""370670031052"":15,""370670030041"":12,""370670030031"":12,""370670033151"":11,""370670031071"":11,""370670033081"":10,""370670030023"":9,""370670033141"":9,""370670033102"":8,""370810158001"":8,""370670030042"":8,""370670032011"":8,""370670033121"":7,""370670033084"":7,""370670031033"":7,""370670034022"":6,""370670029032"":6,""370670032013"":6,""370670032023"":5,""371719311012"":5,""370670032012"":5,""510890101003"":5,""370570612013"":5,""370670032021"":5,""370670033131"":4,""370670031031"":4,""371190060081"":4,""370670033072"":4,""370010215004"":4,""371350119011"":4,""370810162011"":4,""370570604002"":4,""370810159021"":4,""370670017005"":4,""371570406011"":4,""100010433002"":4,""370670033083"":4,""370810171001"":4,""370810162031"":4,""370670029041"":4,""370670031081"":4,""370670034031"":4,""370670031051"":4,""370670033152"":4,""370670040123"":4,""371690707001"":4,""371690705041"":4,""370999506004"":4,""370670029012"":4,""370810159012"":4,""370670031062"":4,""371690705033"":4,""371570410013"":4,""370670033071"":4,""370570606011"":4,""370570605002"":4,""371690701002"":4,""370670033142"":4,""370670033091"":4,""370570606012"":4,""450450028082"":4,""420770068002"":4}","{""37067003103"":29,""37067003107"":28,""37067003308"":26,""37067003003"":25,""37067003201"":23,""37067003004"":21,""37067003106"":19,""37067003105"":18,""37067003314"":16,""37067003315"":13,""37067003002"":11,""37067002903"":11,""37067003202"":10,""37067003312"":9,""37067003307"":7,""37067003310"":7,""37081015901"":7,""37081016201"":6,""37169070504"":6,""37067002904"":5,""37067001700"":5,""37067001800"":5,""37057062002"":4,""37067004014"":4,""37085071301"":4,""37051001603"":4,""37081016203"":4,""37059080500"":4,""37067003309"":4,""37057060500"":4,""37081017100"":4,""37125951200"":4,""37169070700"":4,""54039002000"":4,""37081012508"":4,""37067003108"":4,""37057060601"":4,""47093004900"":4,""37081010602"":4,""37081014407"":4,""37067004103"":4,""37067003403"":4,""01073011703"":4,""42077006800"":4,""37081015800"":4,""37059080300"":4,""13255160600"":4,""37157040900"":4,""37171931101"":4,""37045950601"":4,""37067002901"":4,""37081015902"":4,""37001021500"":4,""37057060400"":4}","{""370670031072"":15,""370670030032"":14,""370670031032"":13,""370670030041"":11,""370670031071"":11,""370670031061"":11,""370810162012"":8,""370670033081"":8,""370670030031"":8,""370670032021"":7,""370670030023"":7,""370670030042"":7,""370810164061"":7,""370670031033"":7,""370670033084"":7,""371690707001"":6,""370670032013"":6,""370670033151"":6,""370670031052"":6,""370810164081"":5,""370810159012"":5,""370670033142"":5,""370670033152"":5,""370670033141"":5,""370670029032"":5,""371570406011"":4,""370670033102"":4,""370670029041"":4,""370670033072"":4,""450450028082"":4,""370670040074"":4,""370810158001"":4,""370670031051"":4,""370810162041"":4,""370670029012"":4,""370670029033"":4,""370810144092"":4,""370670033091"":4,""370670041032"":4,""370670033082"":4,""370810125083"":4,""370810125091"":4,""370670031081"":4,""370670032012"":4,""370810128032"":4,""371970505021"":4,""370810106024"":4,""370670031031"":4,""370670030022"":4,""370810162031"":4,""370670038032"":4,""450030208012"":4,""370670028012"":4,""370810143002"":4,""130639800001"":4,""370670017003"":4,""370670032023"":4,""510890101003"":4,""370670017005"":4,""370670039031"":4,""370670033131"":4,""370670033121"":4,""370670022002"":4,""370670032011"":4,""370810136021"":4,""370670037023"":4,""371570410014"":4,""360510312004"":4,""370670033071"":4,""370670022001"":4,""370670041041"":4,""370670029034"":4,""371570410013"":4,""370810162011"":4,""370810144112"":4,""370670033083"":4,""370670040141"":4}","{""US"":424}",6925,41,"{""<5"":9,""5-10"":44,""11-20"":59,""21-60"":507,""61-120"":160,""121-240"":38,"">240"":3}","{""Walmart"":8,""Sheetz"":7,""McDonald's"":5,""YMCA"":4,""Lowe's"":4,""Chick-fil-A"":4,""Food Lion"":3,""CVS"":3,""Harris Teeter"":3,""Target"":2,""BP"":2,""Lowes Foods"":2,""Cook Out"":2,""Biscuitville"":2,""Kohl's"":2,""Shell Oil"":2,""Dollar General"":2,""Subway"":2,""Walgreens"":1,""Bojangles'"":1}","{""Walmart"":71,""McDonald's"":60,""Sheetz"":55,""Chick-fil-A"":54,""Lowe's"":40,""Dollar Tree"":37,""Food Lion"":37,""Cook Out"":36,""Target"":35,""Bojangles'"":33,""Shell Oil"":33,""CVS"":32,""Dollar General"":32,""BP"":31,""Exxon Mobil"":29,""Lowes Foods"":29,""Walgreens"":29,""Taco Bell"":27,""Speedway"":25,""Wendy's"":25}","[2,0,0,0,0,6,16,38,105,139,116,122,140,118,58,24,58,124,163,126,50,35,8,3]","{""Monday"":100,""Tuesday"":137,""Wednesday"":152,""Thursday"":96,""Friday"":119,""Saturday"":123,""Sunday"":93}","{""android"":171,""ios"":258}","1555 W Mountain St, Kernersville NC","???, ???",36.13695907,-80.10555526
225-222@63g-4g2-54v,Churro King,951 Silas Creek Pkwy,Winston Salem,NC,27127,,,2021-06-01T00:00:00-04:00,2021-07-01T00:00:00-04:00,452,355,"[10,16,22,15,23,27,8,10,8,15,13,19,19,10,8,18,15,18,18,15,17,19,13,11,14,25,13,10,13,10]",3.71E+11,"{""370670037011"":10,""370670034031"":7,""370670033093"":6,""370670037012"":6,""370670027021"":6,""370590801003"":6,""370670038032"":5,""371719308013"":5,""370670020012"":5,""370670036002"":5,""371259512001"":5,""370670012002"":5,""340076077012"":5,""370670026043"":4,""370570601022"":4,""370570602021"":4,""370670035002"":4,""370670027023"":4,""370670033071"":4,""060971508003"":4,""371690704002"":4,""370670037032"":4,""370670037033"":4,""540550015003"":4,""370670020021"":4,""370570603011"":4,""370810167013"":4,""370670033121"":4,""371970505023"":4,""371970504004"":4,""370670003021"":4,""370970601003"":4,""370670037021"":4,""371719310024"":4,""370670019021"":4,""370670041041"":4,""040131040004"":4,""370670040151"":4,""471490422001"":4,""370670026041"":4,""370670009002"":4,""371119702001"":4,""370670018003"":4,""370670035005"":4,""370670034032"":4,""371690705012"":4,""370670038052"":4,""370670034021"":4,""371719308014"":4,""370670037034"":4,""371190032012"":4,""370670039051"":4,""370670036003"":4,""370670004003"":4,""370670019022"":4,""370810155001"":4,""370590803002"":4,""370570603031"":4,""370670039031"":4,""370810136021"":4,""370670033142"":4,""370670039032"":4,""370099707005"":4,""371679311005"":4,""370670027022"":4,""370670037022"":4,""370670008022"":4,""370590804001"":4,""240399301013"":4,""370670020011"":4,""370570603042"":4,""370670034041"":4,""370570616002"":4,""370810168002"":4,""370570603032"":4,""370670037023"":4,""370210030014"":4,""370670010002"":4,""371970504002"":4,""370670022001"":4,""370670029013"":4,""371539702001"":4,""370670039063"":4,""370670028041"":4}","{""37067003701"":16,""37067003403"":12,""37067003703"":11,""37067003805"":9,""37067003600"":9,""37067002702"":8,""37067002001"":8,""37067003404"":8,""37067003702"":7,""37067001800"":7,""37067002806"":6,""37067003903"":6,""37067004013"":6,""37067003309"":5,""37153970200"":5,""37067001000"":5,""37067003310"":4,""37025042000"":4,""37067001700"":4,""37081015200"":4,""37183053607"":4,""37169070400"":4,""37067001901"":4,""34007607701"":4,""37169070501"":4,""37067002701"":4,""37167931100"":4,""37057060202"":4,""37059080700"":4,""37067001200"":4,""37057060303"":4,""37001021205"":4,""37067001902"":4,""24039930101"":4,""37067003402"":4,""37171930801"":4,""37067002604"":4,""37067003201"":4,""37171931002"":4,""37067002807"":4,""37057060301"":4,""41035971400"":4,""37081015500"":4,""37085070401"":4,""37067002603"":4,""37067004015"":4,""37067003806"":4,""37059080100"":4,""37067003500"":4,""37067000400"":4,""37081013700"":4,""37067003804"":4,""54055001500"":4,""37067000900"":4,""37067000802"":4,""37169070200"":4,""51035080200"":4,""51141030302"":4,""37067002903"":4,""37067002002"":4,""37067002901"":4,""37097060802"":4,""37067003314"":4,""37057061600"":4,""47065011204"":4,""37067000302"":4,""37067003803"":4,""37097060100"":4,""37067002804"":4,""37057060201"":4,""37067003307"":4}","{""370670037012"":9,""370670037034"":9,""370670037011"":7,""370570603031"":7,""370670014001"":6,""371719308014"":6,""370670033101"":6,""370670034031"":6,""370319711022"":5,""370670020012"":5,""370670038032"":5,""370670034032"":5,""370670038051"":4,""370670036003"":4,""370670041041"":4,""370570615004"":4,""370570602031"":4,""370670033084"":4,""370670010002"":4,""370670032011"":4,""470650031001"":4,""370810144061"":4,""370670037032"":4,""370670033093"":4,""371719310021"":4,""370810145021"":4,""370670031031"":4,""370810172003"":4,""370670018001"":4,""370670006001"":4,""370670005003"":4,""370670039033"":4,""540550024001"":4,""370670003011"":4,""370590801003"":4,""371590519022"":4,""370670040132"":4,""370670037021"":4,""370670038043"":4,""370810168002"":4,""370590801004"":4,""370670027011"":4,""370670017003"":4,""370670027013"":4,""511410303022"":4,""370570602021"":4,""370670039063"":4,""370670041021"":4,""370570618032"":4,""370670037013"":4,""370670019021"":4,""370670001001"":4,""370670037033"":4,""370670020011"":4,""370670032012"":4,""370810127061"":4,""370670002001"":4,""370810163061"":4,""370570603011"":4,""370670033092"":4,""370590802004"":4,""370670027022"":4,""370590802002"":4,""340076077012"":4,""370670038053"":4,""370670026043"":4,""370670022002"":4,""370210030014"":4,""370670040131"":4,""370670038042"":4,""371830536071"":4,""370810107012"":4,""370810153003"":4,""370670037023"":4,""370670037022"":4,""370670009002"":4,""370670017004"":4,""370670004003"":4,""370670020022"":4,""370670036002"":4,""370810167013"":4,""370670008022"":4,""370670012002"":4,""370810162041"":4,""370970612041"":4}","{""US"":348}",9717,21,"{""<5"":5,""5-10"":125,""11-20"":89,""21-60"":186,""61-120"":26,""121-240"":1,"">240"":20}","{""Walmart"":14,""McDonald's"":7,""Speedway"":6,""Dollar General"":6,""Sam's Club Fuel Center"":6,""Sam's Club"":4,""Family Dollar Stores"":4,""Shell Oil"":4,""Little Caesars"":3,""BP"":3,""ALDI"":3,""Sheetz"":3,""Dollar Tree"":3,""Chick-fil-A"":3,""Food Lion"":3,""Subway"":3,""Lowe's"":2,""Ross Stores"":2,""Walgreens"":2,""CITGO"":2}","{""Walmart"":80,""McDonald's"":63,""Speedway"":45,""Food Lion"":40,""BP"":38,""Shell Oil"":38,""Sheetz"":36,""Dollar Tree"":36,""Chick-fil-A"":34,""Dollar General"":33,""Family Dollar Stores"":30,""CVS"":27,""Lowe's"":26,""Sam's Club Fuel Center"":26,""Walgreens"":26,""Bojangles'"":25,""Sam's Club"":25,""Exxon Mobil"":25,""Wendy's"":24,""Goodwill Industries"":24}","[1,0,0,0,0,0,0,24,28,45,64,75,66,85,70,70,61,59,46,41,24,19,4,1]","{""Monday"":45,""Tuesday"":60,""Wednesday"":65,""Thursday"":63,""Friday"":60,""Saturday"":85,""Sunday"":74}","{""android"":123,""ios"":230}","951 Silas Creek Pkwy, Winston Salem NC","???, ???",36.06595986,-80.25202262
22s-222@63g-4dt-vj9,Trade Street Diner,529 N Trade St,Winston Salem,NC,27101,,,2021-06-01T00:00:00-04:00,2021-07-01T00:00:00-04:00,2,2,"[0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",3.71E+11,"{""121030268164"":4}",{},"{""370670038053"":4}",{},,35.5,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":0}","{""Walmart"":50,""Jimmy John's"":50,""Jersey Mike's"":50,""J Mclaughlin"":50,""Extra Space Storage"":50,""Courtyard by Marriott"":50}","{""Walmart"":100,""GameStop"":100,""Starbucks"":100,""Wendy's"":100,""Circle K"":100,""Sam's Club"":100,""Shell Oil"":100,""Dollar Tree"":100,""Circle K Gas"":50,""Belk"":50,""Sonic"":50,""Jimmy John's"":50,""Target"":50,""Duffy's Sports Grill"":50,""CosmoProf"":50,""BP"":50,""Total Wine & More"":50,""Barnes and Noble"":50,""Jersey Mike's"":50,""Piercing Pagoda"":50}","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":1,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":1}","{""android"":0,""ios"":0}","529 N Trade St, Winston Salem NC","???, ???",36.10028131,-80.24597175
